Timestamp,Age,Gender,Marital status,Part TIme/ Full Time Student,Where are you from?,Which University / Institute are you from?,Which faculty are you from?,Which academic year are you currently in? ,What is your preferred mode of learning ?,Are you missing traditional learning?,Benefits of e-learning you feel compared to in-class learning? [Easy to attend classes without missing],Benefits of e-learning you feel compared to in-class learning? [Ability to record lecture],Benefits of e-learning you feel compared to in-class learning? [Access to more learning materials],Benefits of e-learning you feel compared to in-class learning? [Learning on your own pace],Benefits of e-learning you feel compared to in-class learning? [Comfort environment at home],Benefits of e-learning you feel compared to in-class learning? [More time to focus on other interest],Any other benefits you feel compared to in-class learning?,Strategies you like on Online Teaching  ? [Interactive Discussions only with the pre-uploaded  record Lectures],Strategies you like on Online Teaching  ? [Lectures with in-class quizzes],Strategies you like on Online Teaching  ? [Online team Activities [Breakout Room]],Strategies you like on Online Teaching  ? [Video based teaching with whiteboard],Strategies you like on Online Teaching  ? [Online teaching with touch Pad],Strategies you like on Online Teaching  ? [Lectures with Polls ],Strategies you like on Online Teaching  ? [Offline learning with recorded videos],What are the online based assessment methodologies you prefer ?,Generic skills and learning experience in E-Learning (E-Learning developed my problem-solving skills),Generic skills and learning experience in E-Learning (E-Learning helped me develop my ability to work as team member),Generic skills and learning experience in E-Learning (E-Learning helped me to develop the ability to plan my own work),Generic skills and learning experience in E-Learning (E-Learning improves my confident about tackling unfamiliar problems),"Generic skills and learning experience in E-Learning (As a result of E-Learning, I am more positive about achieving my goals)",Technical challenges you faces on E-Learning? [Poor network coverage],"Technical challenges you faces on E-Learning? [Issues is in handling IT infrastructures [Eg : Zoom, Moodle, Etc)]",Technical challenges you faces on E-Learning? [Lack of access to personal Computer],Technical challenges you faces on E-Learning? [Frequent power failures],Personal challenges you faces on E-Learning? [Lack of social interaction with colleagues],Personal challenges you faces on E-Learning? [Lack of Team work / Group Study],Personal challenges you faces on E-Learning? [Lack of motivation to study],Personal challenges you faces on E-Learning? [Lack of concentration ],Course related challenges you faces on E-Learning? [Missing practical experience ],Course related challenges you faces on E-Learning? [Missing group project activities],Course related challenges you faces on E-Learning? [Additional stress due to online exams],Course related challenges you faces on E-Learning? [missing class room Interative learning],Course related challenges you faces on E-Learning? [Lack of focus on lecture time],Any other challenges you faces compared to in-class learning?,Overall satisfaction through E-Learning,Which of the following do you still wish to have online if universities opt for a hybrid approach?,Please indicate that you agree to participate in this study
10/22/2021 16:20:38,23,Male,Single,Yes,Badulla,University of Jaffna,Technology,Third Year,Online Learning with Real-time Interaction,2,Disagree,Agree,Agree,Agree,Agree,Disagree,It is good for us..but some time weekand and after 4 clock and some time night classes not good...and onother thing is holyday some times  having lect its not good for us...,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,"Quizzes, Online Report Submissions",Strongly Disagree,Not Sure,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Diasgree,Diasgree,Agree,Not Sure,Agree,Not Sure,Disagree,Due the exam or classes area have some wether problems..lightning ,6,Practical Sessions,I agree to participate in this study
10/22/2021 16:24:59,22,Male,Single,Yes,Hambantota,University of Moratuwa,Engineering,Second Year,Hybrid Learning [Mix of Online and In Class Learning],5,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Not Sure,Strongly Agree,Agree,Agree,Strongly Agree,Quizzes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,7,"Exams, Assigments",I agree to participate in this study
10/22/2021 18:53:51,23,Female,Single,No,Kalutara,University of Moratuwa,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],5,Disagree,Strongly Agree,Agree,Not Sure,Not Sure,Not Sure,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,4,"Lectures, Exams, Assigments",I agree to participate in this study
10/22/2021 18:58:22,24,Male,Single,No,Jaffna,University of Moratuwa,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],2,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,"Easy and comfortable 
Food and everything ",Strongly Agree,Not Sure,Disagree,Agree,Agree,Not Sure,Strongly Agree,"Quizzes, Online Report Submissions",Diasgree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Not Sure,Strongly Disagree,Disagree,,9,"Lectures, Exams, Assigments",I agree to participate in this study
10/22/2021 18:59:48,23,Male,Single,No,Vavuniya,University of Moratuwa,Engineering,Third Year,Traditional Learning [In Class Learning],5,Agree,Agree,Not Sure,Agree,Agree,Disagree,,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Online Report Submissions,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Diasgree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,,5,None of them,I agree to participate in this study
10/22/2021 19:12:20,23,Male,Single,No,Colombo,University of Moratuwa,Engineering,Third Year,Traditional Learning [In Class Learning],5,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,,Disagree,Not Sure,Disagree,Disagree,Agree,Not Sure,Strongly Disagree,Quizzes,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,,5,"Lectures, Assigments",I agree to participate in this study
10/22/2021 19:19:10,23,Male,Single,No,Jaffna,University of Moratuwa,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],4,Not Sure,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Not Sure,,Not Sure,Disagree,Strongly Disagree,Not Sure,Strongly Agree,Agree,Not Sure,Disagree,Agree,Agree,Diasgree,Not Sure,Agree,Strongly Agree,Agree,Strongly Agree,Not Sure,Agree,,8,"Exams, Assigments, Practical Sessions",I agree to participate in this study
10/22/2021 22:07:51,22,Male,Single,No,Nuwara Eliya,University of Jaffna,Technology,First Year,Traditional Learning [In Class Learning],3,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,"Quizzes, Online Report Submissions",Agree,Not Sure,Agree,Agree,Not Sure,Agree,Agree,Strongly Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Disagree,Not Sure,Not Sure,,1,Lectures,I agree to participate in this study
10/23/2021 8:37:17,21,Male,Single,No,Nuwara Eliya,University of Jaffna,Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],3,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,We properly schedule our time management,Agree,Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Agree,Online Presentations,Agree,Disagree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Diasgree,Not Sure,Not Sure,Diasgree,Agree,Agree,Not Sure,Not Sure,Not Sure,We missing our group studies and extra works,6,Lectures,I agree to participate in this study
10/23/2021 12:10:03,22,Female,Single,No,Vavuniya,University of Jaffna,Engineering,First Year,Hybrid Learning [Mix of Online and In Class Learning],4,Strongly Agree,Strongly Agree,Not Sure,Agree,Agree,Agree,,Strongly Agree,Not Sure,Not Sure,Agree,Strongly Agree,Agree,Strongly Agree,Online Report Submissions,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,5,None of them,I agree to participate in this study
10/24/2021 14:30:38,22,Male,Single,No,Badulla,University of Moratuwa,Engineering,Second Year,Hybrid Learning [Mix of Online and In Class Learning],4,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Quizzes,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,,6,Assigments,I agree to participate in this study
10/25/2021 22:28:56,25,Male,Single,No,Kandy,University of Jaffna,Engineering,Fifth Year,Hybrid Learning [Mix of Online and In Class Learning],2,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Not Sure,We can save our money and time,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,"Quizzes, Online Report Submissions",Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Disagree,Disagree,Diasgree,Diasgree,Diasgree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,,10,Practical Sessions,I agree to participate in this study
11/7/2021 23:31:27,24,Male,Single,No,Nuwara Eliya,University of Jaffna,Science,Fourth Year,Traditional Learning [In Class Learning],5,Not Sure,Agree,Not Sure,Not Sure,Disagree,Strongly Disagree,"Lecturer simply knew, whether we understood or no, and whether the lecture has to be paused during the in-class learning, whereas in online lectures we've got lectures for 2 hours too. It's exhaustive.",Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,,Diasgree,Strongly Disagree,Not Sure,Disagree,Not Sure,Strongly Agree,Not Sure,Not Sure,Agree,Not Sure,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,2,None of them,I agree to participate in this study
11/7/2021 23:39:20,25,Female,Single,No,Colombo,University of Jaffna,Science,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],5,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,,Not Sure,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,"Quizzes, Online Report Submissions",Not Sure,Disagree,Strongly Disagree,Not Sure,Agree,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,,7,Assigments,I agree to participate in this study
11/8/2021 0:07:55,23,Female,Single,No,Badulla,University of Jaffna,Science,Third Year,Traditional Learning [In Class Learning],5,Not Sure,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Not Sure,Agree,Agree,Agree,Agree,"Quizzes, Online Report Submissions",Diasgree,Not Sure,Disagree,Disagree,Not Sure,Strongly Agree,Not Sure,Strongly Agree,Agree,Strongly Agree,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Strongly Agree,Agree,Not Sure,,5,"Lectures, Assigments, Practical Sessions",I agree to participate in this study
11/8/2021 0:13:51,24,Female,Single,No,Kegalle,Rajarata University,Technology,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],1,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Strongly Disagree,With this online method we can learn by ourselves instead of doing something according to teacher's guide..If we cannot understand things clearly eventually we are heading towards online resources. It can give us some additional knowledge as well.,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,"Quizzes, Online Presentations, Online Report Submissions",Not Sure,Agree,Agree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Not Sure,Diasgree,Not Sure,Strongly Disagree,Diasgree,Strongly Disagree,Disagree,Not Sure,Disagree,Not Sure,,10,"Lectures, Exams, Assigments, Practical Sessions",I agree to participate in this study
11/8/2021 2:04:36,26,Male,Single,Yes,Ratnapura,University of Jaffna,Science,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],5,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,,Not Sure,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Online Presentations, Online Report Submissions",Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,,8,"Lectures, Practical Sessions",I agree to participate in this study
11/8/2021 5:20:43,26,Male,Single,No,Nuwara Eliya,Rajarata University,Technology,Fifth Year,Hybrid Learning [Mix of Online and In Class Learning],3,Agree,Strongly Agree,Not Sure,Strongly Agree,Not Sure,Not Sure,,Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,Quizzes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Agree,,5,Lectures,I agree to participate in this study
11/8/2021 5:30:13,22,Male,Single,No,Badulla,University of Jaffna,Science,First Year,Hybrid Learning [Mix of Online and In Class Learning],4,Agree,Agree,Disagree,Agree,Agree,Not Sure,,Not Sure,Agree,Agree,Strongly Agree,Agree,Agree,Agree,"Quizzes, Online Presentations, Online Report Submissions",Not Sure,Disagree,Disagree,Not Sure,Not Sure,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Not Sure,,6,Lectures,I agree to participate in this study
11/8/2021 6:50:51,23,Male,Single,No,Ampara,University of Jaffna,Science,Third Year,Traditional Learning [In Class Learning],5,Disagree,Disagree,Agree,Not Sure,Disagree,Disagree,Nothing to say specifically,Not Sure,Agree,Agree,Agree,Agree,Agree,Not Sure,Quizzes,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Not Sure,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,We can even attend 8 hour lectures a day and continue lectures also. We don't feel pressured and tired when we have more in class learning times. But online lecture are straight opposite to that. It too hard to watch the lectures even one hour. ,4,Assigments,I agree to participate in this study
11/8/2021 9:14:41,24,Male,Single,No,Matale,University of Jaffna,Science,Third Year,Traditional Learning [In Class Learning],5,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Not Sure,Agree,"During the class, can referring sub related materials.",Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Cannot put group studies.,3,None of them,I agree to participate in this study
11/8/2021 9:23:59,23,Prefer not to mention,Single,Yes,Colombo,Informatics Institute of Technology,Information Technology,Third Year,Online Learning with Real-time Interaction,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Not Sure,Diasgree,Diasgree,Agree,Disagree,Disagree,Disagree,Agree,Agree,,7,None of them,I agree to participate in this study
11/8/2021 9:27:25,22,Male,Single,No,Colombo,Informatics Institute of Technology,Business,Fourth Year,Offline Learning [E-Learning with Recorded videos],4,Agree,Agree,Agree,Not Sure,Agree,Agree,,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Agree,"Quizzes, Online Report Submissions",Not Sure,Disagree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,5,"Lectures, Assigments, Practical Sessions",I agree to participate in this study
11/8/2021 9:53:08,25,Male,Single,Yes,Jaffna,Rajarata University,Technology,Fourth Year,Traditional Learning [In Class Learning],5,Disagree,Agree,Not Sure,Agree,Agree,Not Sure,Specially time and money saving so that we can focus on other things too.,Strongly Agree,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Online Presentations,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,It's all mentioned above,6,Assigments,I agree to participate in this study
11/8/2021 10:47:23,21,Male,Single,Yes,Colombo,Informatics Institute of Technology,Information Technology,Third Year,Traditional Learning [In Class Learning],5,Not Sure,Agree,Not Sure,Disagree,Strongly Disagree,Disagree,,Not Sure,Strongly Agree,Agree,Not Sure,Not Sure,Not Sure,Agree,Quizzes,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,4,Exams,I agree to participate in this study
11/8/2021 10:48:12,24,Male,Single,Yes,Colombo,University of Colombo,Science,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],5,Agree,Strongly Agree,Agree,Agree,Disagree,Not Sure,,Not Sure,Not Sure,Strongly Agree,Agree,Agree,Not Sure,Disagree,"Quizzes, Online Report Submissions",Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,,8,Assigments,I agree to participate in this study
11/8/2021 10:52:08,24,Male,Single,No,Kandy,University of Colombo,Science,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],4,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Agree,Disagree,Disagree,Not Sure,Strongly Agree,Not Sure,Agree,Agree,Strongly Agree,Diasgree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Disagree,Agree,,8,Lectures,I agree to participate in this study
11/8/2021 10:52:58,25,Male,Single,No,Colombo,University of Colombo,Science,Fourth Year,Traditional Learning [In Class Learning],5,Agree,Agree,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Agree,Agree,Not Sure,Agree,"Online Presentations, Online Report Submissions",Diasgree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,8,None of them,I agree to participate in this study
11/8/2021 10:54:06,24,Male,Single,No,Colombo,University of Colombo,Science,Fourth Year,Traditional Learning [In Class Learning],5,Agree,Strongly Agree,Not Sure,Agree,Agree,Strongly Agree,,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,6,Assigments,I agree to participate in this study
11/8/2021 11:21:37,25,Male,Single,No,Ampara,Rajarata University,Technology,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],4,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Easy to be keep focused,Agree,Disagree,Agree,Agree,Agree,Agree,Not Sure,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Not Sure,Disagree,Disagree,Agree,Agree,Disagree,Not Sure,Strongly Agree,Agree,Agree,Diasgree,Diasgree,Strongly Agree,Not Sure,Agree,Not Sure,Disagree,,8,"Lectures, Assigments",I agree to participate in this study
11/8/2021 12:16:31,24,Female,Single,No,Kalutara,University of Sri Jayewardenepura,Science,Third Year,Traditional Learning [In Class Learning],5,Agree,Not Sure,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,"Quizzes, Online Report Submissions",Not Sure,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,,6,Assigments,I agree to participate in this study
11/8/2021 12:19:27,21,Female,Single,No,Colombo,Informatics Institute of Technology,Education,Third Year,Online Learning with Real-time Interaction,4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,,10,"Lectures, Exams, Assigments, Practical Sessions",I agree to participate in this study
11/8/2021 12:20:41,21,Male,Single,Yes,Colombo,Informatics Institute of Technology,Information Technology,Third Year,Hybrid Learning [Mix of Online and In Class Learning],4,Not Sure,Agree,Agree,Disagree,Disagree,Disagree,,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,"Quizzes, Online Report Submissions",Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Diasgree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,7,"Assigments, Practical Sessions",I agree to participate in this study
11/8/2021 12:32:28,24,Female,Single,Yes,Kalutara,University of Colombo,Science,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],4,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Quizzes, Online Presentations, Online Report Submissions",Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,7,Lectures,I agree to participate in this study
11/8/2021 12:58:51,25,Female,Single,No,Gampaha,Rajarata University,Technology,Third Year,Hybrid Learning [Mix of Online and In Class Learning],4,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Disagree,Not Sure,Not Sure,Not Sure,Agree,Agree,Disagree,Online Report Submissions,Diasgree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Not Sure,Disagree,Strongly Agree,Diasgree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,8,"Lectures, Exams",I agree to participate in this study
11/8/2021 12:59:26,24,Female,Single,No,Colombo,University of Colombo,Science,Fourth Year,Offline Learning [E-Learning with Recorded videos],3,Agree,Agree,Not Sure,Agree,Agree,Agree,,Disagree,Disagree,Not Sure,Agree,Agree,Not Sure,Agree,Online Report Submissions,Not Sure,Agree,Disagree,Not Sure,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Not Sure,Agree,Agree,Agree,Disagree,Agree,Not Sure,Agree,,8,Lectures,I agree to participate in this study
11/8/2021 13:07:45,24,Male,Single,No,Colombo,University of Colombo,Science,Fourth Year,Online Learning with Real-time Interaction,1,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A lot of time saved by not needing to travel,Agree,Not Sure,Not Sure,Agree,Agree,Not Sure,Agree,Online Presentations,Not Sure,Agree,Strongly Disagree,Not Sure,Not Sure,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Not Sure,Not Sure,Disagree,Disagree,Not Sure,Disagree,Disagree,"Not really, both are extremely similar with minor differences.",9,Lectures,I agree to participate in this study
11/8/2021 13:19:06,24,Female,Single,No,Kurunegala,Rajarata University,Technology,Third Year,Online Learning with Real-time Interaction,2,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Not Sure,Agree,Strongly Agree,Strongly Disagree,Quizzes,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Not Sure,Agree,Agree,Agree,Diasgree,Disagree,Agree,Disagree,Disagree,Disagree,,10,Practical Sessions,I agree to participate in this study
11/8/2021 14:03:34,24,Female,Single,No,Kalutara,University of Colombo,Indegenous Medicine,Third Year,Hybrid Learning [Mix of Online and In Class Learning],4,Strongly Disagree,Strongly Disagree,Disagree,Not Sure,Not Sure,Not Sure,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Online Presentations,Agree,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Diasgree,Diasgree,Diasgree,Diasgree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,5,Practical Sessions,I agree to participate in this study
11/8/2021 14:10:29,24,Female,Single,Yes,Kalutara,Rajarata University,Technology,Third Year,Offline Learning [E-Learning with Recorded videos],3,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Agree,Agree,Not Sure,Agree,Strongly Agree,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Agree,Strongly Disagree,Disagree,Not Sure,Disagree,Disagree,Disagree,Agree,Agree,Agree,Diasgree,Not Sure,Agree,Disagree,Disagree,Agree,Disagree,,10,Practical Sessions,I agree to participate in this study
11/8/2021 15:42:32,24,Male,Single,No,Kalutara,University of Colombo,Science,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],3,Agree,Agree,Agree,Agree,Agree,Agree,,Not Sure,Agree,Agree,Strongly Agree,Not Sure,Agree,Not Sure,"Quizzes, Online Presentations, Online Report Submissions",Diasgree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Not Sure,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,6,"Exams, Assigments",I agree to participate in this study
11/8/2021 19:05:52,24,Male,Single,No,Kurunegala,Rajarata University,Technology,Third Year,Hybrid Learning [Mix of Online and In Class Learning],4,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,"Quizzes, Online Presentations, Online Report Submissions",Not Sure,Disagree,Disagree,Not Sure,Not Sure,Agree,Agree,Agree,Strongly Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,10,"Exams, Assigments, Practical Sessions",I agree to participate in this study
